dim_ok,dim_tourism_level,title,year,type,type_label,venue,authors,doi,url,source_db,dim_cn,dim_ar,dim_tourism_strong,dim_tourism_weak
True,strong,Prioritizing destination attributes for optimal resource allocation: a study of Chinese tourists visiting Britain,2018,journal-article,期刊论文,Journal of Travel &amp; Tourism Marketing,Zhibin Lin; Ilias Vlachos; Joseph Ollier,10.1080/10548408.2018.1468854,https://doi.org/10.1080/10548408.2018.1468854,crossref,chinese,arab,destination; tourists,
True,strong,Revitalizing Intangible cultural heritage via derivative design: A focus on chinese woodblock printing,2025,journal-article,期刊论文,PLOS ONE,Shao-Feng Wang; Chun-Ching Chen,10.1371/journal.pone.0318807,https://doi.org/10.1371/journal.pone.0318807,crossref,chinese,arab,heritage; intangible cultural heritage,
True,strong,Assessing the Legal Protection of Intangible Cultural Heritage in Saudi Arabia: A Critical Analysis in the Context of the 2003 UNESCO Convention,2024,journal-article,期刊论文,Laws,Fatimah Alshehaby,10.3390/laws13020013,https://doi.org/10.3390/laws13020013,crossref,chinese,arabia; islamic; saudi,heritage; intangible cultural heritage,
True,strong,"Cultural Sociology of the Middle East, Asia, &amp; Africa: An Encyclopedia",2012,reference-book,参考书,"SAGE Publications, Inc.",Andrea Stanton; Edward Ramsamy; Peter Seybolt; Carolyn Elliott,10.4135/9781452218458,https://doi.org/10.4135/9781452218458,crossref,chinese,middle east,heritage,
True,strong,Launching an online graduate degree for tourism management in China: lessons in Chinese-foreign cooperation,2020,journal-article,期刊论文,Journal of Teaching in Travel &amp; Tourism,David W. Knight; Wang Nian; Elaine Chen,10.1080/15313220.2019.1707148,https://doi.org/10.1080/15313220.2019.1707148,crossref,china; chinese,arab,tourism,
True,strong,"Natural heritage values and comparative analyses of Kanas, China",2010,journal-article,期刊论文,Journal of Arid Land,YANG ZhaoPing; ZHANG XiaoLei; DI Feng; WALL Geoffrey; LIU XinYu; SHAO Rui,10.3724/sp.j.1227.2010.00197,https://doi.org/10.3724/sp.j.1227.2010.00197,crossref,china,arab,heritage,
True,strong,FROM SCAN-TO-BIM TO HERITAGE BUILDING INFORMATION MODELLING FOR AN ANCIENT ARAB-NORMAN CHURCH,2022,journal-article,期刊论文,"The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",M. Aricò; M. Lo Brutto,10.5194/isprs-archives-xliii-b2-2022-761-2022,https://doi.org/10.5194/isprs-archives-xliii-b2-2022-761-2022,crossref,china,arab,heritage; world heritage,
True,strong,"The politics of heritage and place-making in Tanmen, China",2023,journal-article,期刊论文,Environment and Planning C: Politics and Space,Chenhui Wu,10.1177/23996544231182325,https://doi.org/10.1177/23996544231182325,crossref,china; chinese,arab,heritage,
True,strong,Heritage conflict evolution: changing framing strategies and opportunity structures in two heritage district redevelopment projects in China,2024,journal-article,期刊论文,Geoforum,Zhen Li; Yanliu Lin; Pieter Hooimeijer; Jochen Monstadt,10.1016/j.geoforum.2024.103959,https://doi.org/10.1016/j.geoforum.2024.103959,crossref,china,arab,heritage,
True,strong,Housing inequality in urban China: the heritage of socialist institutional arrangements,2018,journal-article,期刊论文,The Journal of Chinese Sociology,Changchun Fang; John Iceland,10.1186/s40711-018-0082-9,https://doi.org/10.1186/s40711-018-0082-9,crossref,china,arab,heritage,
True,strong,THE CHANGING ROLE OF URBAN HERITAGE: GOVERNANCE AND STAKEHOLDERS’ PERCEPTIONS IN TURKEY AND THE UNITED ARAB EMIRATES,2015,journal-article,期刊论文,METU JOURNAL OF THE FACULTY OF ARCHITECTURE,Ayşe Ege Yıldırım,10.4305/metu.jfa.2015.1.7,https://doi.org/10.4305/metu.jfa.2015.1.7,crossref,china,arab; emirates,heritage,
True,strong,"Studying Volatility and Dependency of Chinese Outbound Tourism Demand in Singapore, Malaysia, and Thailand: A Vine Copula Approach",2014,book-chapter,图书章节,Advances in Intelligent Systems and Computing,Jianxu Liu; Songsak Sriboonchitta; Hung T. Nguyen; Vladik Kreinovich,10.1007/978-3-319-03395-2_17,https://doi.org/10.1007/978-3-319-03395-2_17,crossref,chinese,middle east,tourism,
True,strong,Reproduction as consumption: unravelling the sociological shaping of reproductive tourism market in China,2021,journal-article,期刊论文,Journal of Marketing Management,I-Chieh Michelle Yang; Aminath Shaba Ismail; Juliana Angeline French,10.1080/0267257x.2021.2000476,https://doi.org/10.1080/0267257x.2021.2000476,crossref,china,arab,tourism,
True,strong,Spatiotemporal Characteristics and Factors Influencing Urban Tourism Market Network in Western China: Taking Chengdu as an Example,2023,journal-article,期刊论文,Sustainability,Chen-Hao Xue; Yong-Ping Bai,10.3390/su15108135,https://doi.org/10.3390/su15108135,crossref,china,arab,attraction; tourism; tourism industry; tourist; tourists,soft power
True,strong,Serosurvey of SARS-CoV-2 among hospital visitors in China,2020,journal-article,期刊论文,Cell Research,Wenhua Liang; Yongping Lin; Jianping Bi; Jianfu Li; Ying Liang; Sook-San Wong; Mark Zanin; Zifeng Yang; Caichen Li; Ran Zhong; Guowu Jiang; Guang Han; Desheng Hu; Jianxing He; Nanshan Zhong,10.1038/s41422-020-0371-0,https://doi.org/10.1038/s41422-020-0371-0,crossref,china,arab,visitors,
True,strong,Halal Branding for Medical Tourism,2015,book-chapter,图书章节,Emerging Research on Islamic Marketing and Tourism in the Global Economy,Anita Medhekar; Farooq Haq,10.4018/978-1-4666-6272-8.ch008,https://doi.org/10.4018/978-1-4666-6272-8.ch008,crossref,china,halal; islamic; muslim,tourism; tourist,
True,strong,HALAL FOR ALL: GEO SPATIAL TOURISM OF HALAL FOOD STALLS IN MUSLIM MINORITY TOURIST DESTINATIONS,2021,journal-article,期刊论文,GeoJournal of Tourism and Geosites,"Universitas Negeri Malang, Faculty of Social Science, Sociology Department, Malang, Indonesia; Luhung ACHMAD PERGUNA; Listyo YUDHA IRAWAN; Universitas Negeri Malang, Faculty of Social Science, Geography Department, Malang, Indonesia; Elya KURNIAWATI; Universitas Negeri Malang, Faculty of Social Science, Sociology Department, Malang, Indonesia; Sita TRIHARINI; Universitas Negeri Malang, Faculty of Social Science, Sociology Department, Malang, Indonesia; Dhiyaulhaq SYAH PAHLEVI; Universitas Negeri Malang, Faculty of Social Science, Sociology Department, Malang, Indonesia; Agus DWI FEBRIANTO; Universitas Negeri Malang, Faculty of Social Science, Geography Department, Malang, Indonesia",10.30892/gtg.362spl20-702,https://doi.org/10.30892/gtg.362spl20-702,crossref,china,halal; muslim,destination; destinations; tourism; tourist,
True,strong,PENGEMBANGAN PARIWISATA HALAL DI INDONESIA MELALUI KONSEP SMART TOURISM,2020,journal-article,期刊论文,Tornare,Hendry Ferdiansyah,10.24198/tornare.v2i1.25831,https://doi.org/10.24198/tornare.v2i1.25831,crossref,china,halal; muslim,destination; tourism; travel,
True,strong,Exploring the literature of halal and Islamic tourism: a bibliometric analysis,2024,journal-article,期刊论文,Journal of Islamic Accounting and Business Research,La Ode Alimusa; Ririn Tri Ratnasari; Aidi Ahmi; Trisno Wardy Putra,10.1108/jiabr-07-2023-0200,https://doi.org/10.1108/jiabr-07-2023-0200,crossref,china,halal; islamic; muslim,tourism; tourist; tourists,
True,strong,Meta-travel: A critical inquiry into a China Study Tour,2011,journal-article,期刊论文,Frontiers: The Interdisciplinary Journal of Study Abroad,Jennifer Riggan; S. Sonya Gwak; Joy Lesnick; Kara Jackson; Stacey Olitsky,10.36366/frontiers.v21i1.311,https://doi.org/10.36366/frontiers.v21i1.311,crossref,china,arab,tour; tours; travel; travelers,
True,strong,A Survey of Perspectives and Factors in the Development of Medical Tourism in the Middle East,2021,journal-article,期刊论文,Journal of Archives in Military Medicine,Fatemeh Hosseini; Abasat Mirzaei,10.5812/jamm.116161,https://doi.org/10.5812/jamm.116161,crossref,china,middle east,tourism; tourism industry; travel,
True,strong,Stigma research in Arab countries: a rapid review,2024,journal-article,期刊论文,Mental Health and Social Inclusion,Waleed Sweileh,10.1108/mhsi-10-2023-0111,https://doi.org/10.1108/mhsi-10-2023-0111,crossref,china,arab,tourism,
True,strong,Mother-child attachment and social anxiety: Associations with friendship skills and peer competence of Arab children,2016,journal-article,期刊论文,School Psychology International,Miri Scharf; Kathryn A. Kerns; Sofie Rousseau; Inbal Kivenson-Baron,10.1177/0143034316631179,https://doi.org/10.1177/0143034316631179,crossref,china,arab; arabic,tourism,
True,strong,COVID-19 and its socioeconomic impact,2021,article,,Cancer Research Statistics and Treatment,Abhishek Mahajan,10.4103/crst.crst_29_21,,,china; hong kong,arab,tourism; travel,
True,strong,Diplomasi Publik Thailand Melalui Industri Halal,2021,article,,JURNAL SOSIAL POLITIK,Chandra Purnama; Neneng Konety; Akim Akim; Alwafi Ridho Subarkah,10.22219/sospol.v7i1.13968,,,china,halal; middle east; muslim; oic,tourism; tourists,
True,strong,"Trade and Trade Policy in Latin America and the Caribbean: Recent Trends, Emerging Challenges",2013,article,,Journal of international affairs,Osvaldo Rosales; Sebastián Herreros,,,,china,middle east,tourism,
True,strong,Cultural Mobility: A Manifesto,2013,article,,Comparative Literature Studies,Lauren Coats,10.5325/complitstudies.50.1.0178,,,china; chinese; prc,islamic; middle east,cultural exchange; tourism; tourism industry; tourist; tourists; travel,
True,strong,"Assessment of Tourism Potentials and Their Contributions to The Socio-Economic Development of Idanre People, Ondo State, Nigeria",2018,article,,World Journal of Research and Review,Adeniyi Joshua Olu; Olugbamila Omotayo Ben; Olajide Tosin Paul,,,,china,dubai,resort; tourism; tourists,
True,strong,Worldwide Destinations Casebook,2010,book,,,Brian Boniface; Chris Cooper,10.4324/9780080949758,,,china,morocco,destination; destinations; eco tourism; ecotourism; pilgrimage; tourism,
True,strong,"Editorial: Marine Biotechnology, Revealing an Ocean of Opportunities",2022,editorial,,Frontiers in Marine Science,Ana Rotter; Susana P. Gaudêncio; Arita Dubņika; Marlen I. Vasquez,10.3389/fmars.2022.887630,,,china,tunisian,tourism,
True,strong,Local Wisdom of The Native Settlement as A Main Gate in The Northern Axis of Javanese City Center In Semarang,2018,conference-paper,,IOP Conference Series Earth and Environmental Science,Siti Rukayah; Dhanang Respati Puguh; Endang Sri Susilo; M. Sahid Indraswara,10.1088/1755-1315/152/1/012032,,,chinese,arab; arabic; arabs; islamic,heritage,
True,weak,The State and Innovation — An Analytical Framework,2014,article,,The Muslim World,Dwaa Osman,10.1111/muwo.12077,,,china,arab; bahrain; gcc; gulf cooperation council; gulf countries; gulf states; kuwait; oman; qatar,,economic cooperation
True,strong,The Mumbai Terror '2008' and Its Impact on the Indo-Pak Relations,2013,article,,,Umbreen Javaid; Marium Kamal,,,,china,arab,tourists; travel,
True,weak,Building an “Outer Space Silk Road”: China’s Beidou Navigation Satellite System in the Arab World,2016,article,,Journal of Middle Eastern and Islamic Studies (in Asia),Degang Sun; Yuyou Zhang,10.1080/19370679.2016.12023286,,,china; chinese,arab,,connectivity; silk road
True,weak,"Product Quality Measurement, Dynamic Changes, and the Belt and Road Initiative Distribution Characteristics: Evidence from Chinese Wooden Furniture Exports",2022,article,,Forests,Lu Wan; Nannan Ban; Yizhong Fu; Luyao Yuan,10.3390/f13071153,,,china; chinese,arab; emirates,,belt and road; bri
True,weak,New Perspectives on the Indian Diaspora,2021,book,,,"Gowricharn, Ruben; Gowricharn, Ruben",10.4324/9781003191063,,,china,gulf region,,soft power
True,strong,The Novel Coronavirus Disease (COVID-19) Outbreak: The Israeli Experience,2020,article,,Journal of Medical Science,Mohammad Sabbah,10.20883/medical.413,,,china; chinese,middle east,tourists,
True,strong,COVID-19 in Developing Countries,2020,article,,The Journal of the International Society of Physical and Rehabilitation Medicine,Bhasker Amatya; Fary Khan,10.4103/jisprm.jisprm_12_20,,,china,lebanon; libya; middle eastern; sudan; syria,tourism,
True,weak,Drivers of regional integration: historical and comparative perspectives,2015,book-chapter,,,Louise Fawcett,10.4324/9781315744193-13,,,china,arab; gcc; gulf cooperation council; libya; middle east; syria; yemen,,free trade
True,strong,"“Making the Past Serve the Present”: The Testimonial Tourist Gaze and Infrastructures of Memory in Xinjiang Uyghur Autonomous Region (XUAR), China",2022,article,,Journal of Current Chinese Affairs,Melissa Shani Brown; David O’Brien,10.1177/18681026221121828,,,china; chinese,islamic; muslim,heritage; tourism; tourist; touristic; tourists,
True,strong,Mapping the Linguistic Landscape of the Cultural Heritage Sites and Tourist Spots in Bangladesh,2020,article,,Open Journal of Social Sciences,Juan Dong; Min Peng; Md. Gias Uddin,10.4236/jss.2020.810015,,,chinese,arabic,heritage; tourism; tourist,
True,strong,The Evolution of Chinese Humanities,2015,article,,The American Historical Review,Ping-chen Hsiung,10.1093/ahr/120.4.1267,,,china; chinese; hong kong; prc,egypt,heritage; museum,
True,strong,Intangible Cultural Heritage and Tourism in China,2023,monograph,专著,Channel View Publications,Junjie Su,10.21832/su8632,https://doi.org/10.21832/su8632,crossref,china,arab,heritage; intangible cultural heritage; tourism,
True,strong,Does traditional Chinese medicine attract inbound tourists to China? An investigation from Russian tourists’ perspectives,2020,journal-article,期刊论文,Anatolia,Tianyu Ying; Jun Wen; Xiaoyuan Tan,10.1080/13032917.2020.1742170,https://doi.org/10.1080/13032917.2020.1742170,crossref,china; chinese,arab,tourists,
True,strong,"Factors influencing tourists’ shared bicycle loyalty in Hangzhou, China",2022,journal-article,期刊论文,Frontiers in Psychology,Bin Zhou; Qihao Xiong; Ping Li; Ling-en Wang; Hu Yu; Jianying Jin,10.3389/fpsyg.2022.1023308,https://doi.org/10.3389/fpsyg.2022.1023308,crossref,china; chinese,arab,destinations; tourist; tourists,
True,strong,Pre- and Post-Visit Perceptions of Youth Tourists to China,2014,journal-article,期刊论文,Journal of China Tourism Research,Christine Lim; See Lek Chew; Zi Yu (Josephine) Lim; Weiwei (Jessica) Liu,10.1080/19388160.2013.849637,https://doi.org/10.1080/19388160.2013.849637,crossref,china,arab,tourists,
True,strong,How to attract more tourists to Korea? Possible collaborations with China,2016,journal-article,期刊论文,Asia Pacific Management Review,Jinhwan Oh; Wenjun Zhong,10.1016/j.apmrv.2016.08.002,https://doi.org/10.1016/j.apmrv.2016.08.002,crossref,china,arab,tourists,
True,strong,The U.S. tourists’ perceptions of destination China over two transformative periods,2018,journal-article,期刊论文,Asia Pacific Journal of Tourism Research,Liping Cai; Saerom Wang,10.1080/10941665.2017.1421567,https://doi.org/10.1080/10941665.2017.1421567,crossref,china,arab,destination; tourists,
True,strong,"Valuing recreational fishery attributes, opportunities and associated activities in China from the tourists’ satisfaction perspectives",2021,journal-article,期刊论文,Marine Policy,Yingying Qiu; Erda Wang; Yan Bu; Yang Yu,10.1016/j.marpol.2021.104616,https://doi.org/10.1016/j.marpol.2021.104616,crossref,china,arab,tourists,
True,strong,"Sino-western Tourists’ Place Attachment to a Traditional Chinese Urban Destination: A Tale from Hangzhou, China",2015,journal-article,期刊论文,Asia Pacific Journal of Tourism Research,Zhenxiao Xu,10.1080/10941665.2015.1068191,https://doi.org/10.1080/10941665.2015.1068191,crossref,china; chinese; sino,arab,destination; tourists,
